Entered by?,"Animal ID (RS, CL)",Animal ID,WLHID,"Herd (RS, CL)",Herd,"Sex (F, M)",Age.when.collard,Date entry,Date exit,Suspected Mortality Date,Outcome,Cause,mortality.loc.easting,mortality.loc.northing,Comment,MonitoringDays,,
Gill / Serrouya,6,6,,Columbia North,Columbia North,F,Adult,2014/07/24,2015/03/31,,Alive,,,,release,250,,
Gill / Serrouya,7,7,,Columbia North,Columbia North,F,Adult,2014/07/24,2015/03/31,,Alive,,,,release,250,,
Gill / Serrouya,8,8,,Columbia North,Columbia North,F,Adult,2014/07/24,2015/03/31,,Alive,,,,release,250,,
Gill / Serrouya,9,9,,Columbia North,Columbia North,F,Adult,2014/07/24,2015/03/31,,Alive,,,,release,250,,
Gill / Serrouya,2,2,,Columbia North,Columbia North,F,Adult,2014/07/24,2015/03/26,,Alive,,,,release,245,,
Gill / Serrouya,10,10,,Columbia North,Columbia North,F,Adult,2014/07/24,2015/02/16,,Censored,,,,release,207,,
Gill / Serrouya,5,5,,Columbia North,Columbia North,F,Adult,2014/07/24,2014/10/24,,Censored,,,,release,92,,
CL-from SMcNay,CN319Ka,CN319Ka,NA,Klinse-Za,Klinse-Za,F,Adult,2014/03/28,2021/03/31,NA,Censored,FADE,,,,2560,,
CL-from SMcNay,CN320Sa,CN320Sa,NA,Klinse-Za,Klinse-Za,F,Adult,2014/03/28,2014/07/10,2014/07/10,Mortality,DEAD,,,,104,,
CL-from SMcNay,CN312Ka,CN312Ka,NA,Klinse-Za,Klinse-Za,F,Adult,2014/03/27,2021/03/31,NA,Censored,FADE,,,,2561,,
CL-from SMcNay,CN313Ka,CN313Ka,NA,Klinse-Za,Klinse-Za,F,Adult,2014/03/27,2021/03/31,NA,Censored,FADE,,,,2561,,
CL-from SMcNay,CN315Sa,CN315Sa,NA,Klinse-Za,Klinse-Za,F,Adult,2014/03/27,2021/03/31,NA,Censored,FADE,,,,2561,,
CL-from SMcNay,CN317Sa,CN317Sa,NA,Klinse-Za,Klinse-Za,F,Adult,2014/03/27,2021/03/31,NA,Censored,FADE,,,,2561,,
CL-from SMcNay,CN316Sa,CN316Sa,NA,Klinse-Za,Klinse-Za,F,Adult,2014/03/27,2016/04/20,NA,Censored,FADE,,,,755,,
,5,NA,18-14836H,South Selkirks,South Selkirks,M,Adult,2014/03/25,2015/10/12,2015/10/12,Mortality,vehicle/wolves,,,,566,,
,6,NA,18-14837H,South Selkirks,South Selkirks,M,Adult,2014/03/25,2014/09/10,2014/09/10,Mortality,wolves,,,,169,,
,4,NA,18-14835H,South Selkirks,South Selkirks,M,Adult,2014/03/18,2020/05/16,NA,Censored,collar failure,,,mort signal detected 15 months later via VHF. Location 200 m from where collar malfunctioned,2251,,
,2,NA,18-14833H,South Selkirks,South Selkirks,F,Adult,2014/03/18,2018/04/09,NA,Censored,recaptured,,,collar ID not collected and indvidual ID lost,1483,,
,1,NA,18-14832H,South Selkirks,South Selkirks,M,Adult,2014/03/18,2017/06/07,2017/05/24,Mortality,unknown,,,,1177,,
,3,NA,18-14834H,South Selkirks,South Selkirks,F,Adult,2014/03/18,2015/05/24,2015/05/24,Mortality,cougar,,,,432,,
K. Cornhill,51B,51,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2013/12/01,2014/09/01,NA,Censored,NA,,,"Exact dates not noted, only month and year. Censored at end of study",274,,
K. Cornhill,52,52,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2013/12/01,2014/09/01,NA,Censored,NA,,,"Exact dates not noted, only month and year. Censored at end of study",274,,
K. Cornhill,54,54,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2013/12/01,2014/09/01,NA,Censored,NA,,,"Exact dates not noted, only month and year. Censored at end of study",274,,
K. Cornhill,56,56,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2013/12/01,2014/09/01,NA,Censored,NA,,,"Exact dates not noted, only month and year. Censored at end of study",274,,
K. Cornhill,53,53,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2013/12/01,2014/06/01,2014/06/01,Mortality,NA,,,Exact dates not given,182,,
K. Cornhill,55,55,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2013/12/01,2014/04/01,2014/04/01,Mortality,NA,,,Exact dates not given,121,,
,car136,car136,NA,Quintette,Quintette,F,Adult,2013/07/14,2013/07/23,2013/07/23,Mortality,Unknown,606314,6087938,"Died shortly after recap. Collar was at the cluster of points but no carcass.  There was some caribou hair on the logging road about 100 m away, but no carcass. ",9,,
CL-from Elena ,car132,car132,18-13028H,Narraway BC,Narraway,F,Adult,2013/04/10,2013/07/04,2013/07/04,Mortality,NA,681402,6115224,BM added WLHID from EP data for second capture of this individual ONLY. Changed censor date to 2013/03/14 (previously estimated mortality date 2013/06/15),85,,
CL-from Elena ,car174,car174,NA,Narraway BC,Narraway,F,Adult,2013/04/10,2013/04/18,2013/04/18,Mortality,NA,,,,8,,
LGreene,TC008,TC008,NA,Telkwa,Telkwa,M,Adult,2013/03/28,2014/06/14,NA,Censored,NA,,,,443,,
Reid,A,NA,18-14826H,Purcells South,Purcells South,F,Adult,2013/03/27,2020/03/15,NA,Censored,collar blown,,,blown due to chaffing on neck // BM: Recaptured individual - no gap so kept as separate records.,2545,,
Reid,C,NA,18-14826H,Purcells South,Purcells South,F,Adult,2013/03/27,2020/03/15,NA,Censored,collar blown,,,blown due to chaffing on neck,2545,,
Reid,H,NA,18-14829H,Purcells South,Purcells South,F,Adult,2013/03/27,2020/03/15,NA,Censored,collar blown,,,blown due to chaffing on neck // BM: Recaptured individual - no gap so kept as separate records.,2545,,
Reid,J,NA,18-14831H,Purcells South,Purcells South,M,Adult,2013/03/27,2014/11/19,NA,Censored,collar failure,,,,602,,
Reid,I,NA,18-14830H,Purcells South,Purcells South,M,Adult,2013/03/27,2013/04/20,NA,Censored,collar failure,,,,24,,
,car172,car172,18-13068H,Quintette,Quintette,F,Adult,2013/03/24,2016/11/04,2016/11/04,Censored,Unknown,,,,1321,,
,car173,car173,NA,Quintette,Quintette,F,Adult,2013/03/24,2015/04/07,2015/04/07,Mortality,Wolf,600075,6073174,Exceptional amount of wolf scat in the area.  Chewed large bones scattered throughout the area.,744,,
CL-from SMcNay,CN337Sa,CN337Sa,NA,Klinse-Za,Klinse-Za,F,Adult,2013/03/23,2018/10/03,2018/10/03,Mortality,DEAD,,,,2020,,
Baily McCulloch,car168,car168,15-6342,Scott,Scott,F,Adult,2013/03/23,2018/10/03,2018/10/03,Mortality,Killed by a grizzly (Scott McNay),502459,6188411,,2020,,
CL-from SMcNay,CN352Sa,CN352Sa,NA,Klinse-Za,Klinse-Za,F,Adult,2013/03/23,2017/01/30,2017/01/30,Mortality,DEAD,,,,1409,,
Baily McCulloch,car171,car171,17-9976,Scott,Scott,F,Adult,2013/03/23,2017/01/30,2017/01/30,Mortality,Died in an avalanche (Scott McNay),476323,6189601,,1409,,
CL-from SMcNay,CN998Sa,CN998Sa,NA,Klinse-Za,Klinse-Za,F,Adult,2013/03/23,2015/03/03,2015/03/03,Mortality,DEAD,,,,710,,
Baily McCulloch,car169,car169,NA,Scott,Scott,F,Adult,2013/03/23,2015/03/03,2015/03/03,Mortality,NA,468478,6206165,,710,,
CL-from SMcNay,CN999Sa,CN999Sa,NA,Klinse-Za,Klinse-Za,F,Adult,2013/03/23,2014/09/11,2014/09/11,Mortality,DEAD,,,,537,,
Baily McCulloch,car170,car170,NA,Scott,Scott,F,Adult,2013/03/23,2014/09/11,2014/09/11,Mortality,Predation – Wolf,461494,6195679,,537,,
CL-from SMcNay,CN308Ta,CN308Ta,NA,Takla,Takla,F,Adult,2013/03/19,2013/03/19,NA,Censored,FADE,,,,0,,
CL-from SMcNay,CN309Ta,CN309Ta,NA,Takla,Takla,F,Adult,2013/03/19,2013/03/19,NA,Censored,FADE,,,,0,,
CL-from SMcNay,CN310Ta,CN310Ta,NA,Takla,Takla,F,Adult,2013/03/19,2013/03/19,NA,Censored,FADE,,,,0,,
CL-from SMcNay,CN305Ta,CN305Ta,NA,Takla,Takla,F,Adult,2013/03/18,2013/03/18,NA,Censored,FADE,,,,0,,
CL-from SMcNay,CN306Ta,CN306Ta,NA,Takla,Takla,F,Adult,2013/03/18,2013/03/18,NA,Censored,FADE,,,,0,,
CL-from SMcNay,CN307Ta,CN307Ta,NA,Takla,Takla,F,Adult,2013/03/18,2013/03/18,NA,Censored,FADE,,,,0,,
CL-from SMcNay,CN303Ta,CN303Ta,NA,Takla,Takla,F,Adult,2013/03/17,2013/03/17,NA,Censored,FADE,,,,0,,
CL-from SMcNay,CN304Ta,CN304Ta,NA,Takla,Takla,F,Adult,2013/03/17,2013/03/17,NA,Censored,FADE,,,,0,,
CL-from SMcNay,CN299Ta,CN299Ta,NA,Takla,Takla,F,Adult,2013/03/16,2013/03/16,NA,Censored,FADE,,,,0,,
CL-from SMcNay,CN300Ta,CN300Ta,NA,Takla,Takla,F,Adult,2013/03/16,2013/03/16,NA,Censored,FADE,,,,0,,
CL-from SMcNay,CN301Ta,CN301Ta,NA,Takla,Takla,F,Adult,2013/03/16,2013/03/16,NA,Censored,FADE,,,,0,,
CL-from SMcNay,CN302Ta,CN302Ta,NA,Takla,Takla,F,Adult,2013/03/16,2013/03/16,NA,Censored,FADE,,,,0,,
,car163,car163,18-13059H,Quintette,Quintette,F,Adult,2013/02/09,2016/02/14,2016/02/14,Mortality,Unknown,585446,6105456,BM added WLHID from EP data.,1100,,
,car166,car166,NA,Quintette,Quintette,F,Adult,2013/02/09,2015/05/24,2015/05/24,Mortality,Grizzly bear,596208,6104849,"Grizzly predation.  The collar was 30 m from the GPS co-ordinate but the co-ordinate was right on the spot where the bear had buried the caribou. Only a grizzly could bury an entire caribou in the rocky alpine. Also, lots of hair and grizzly scat.",834,,
,car164,car164,NA,Quintette,Quintette,F,Adult,2013/02/09,2014/05/01,2014/05/01,Mortality,Unknown,593157,6097516,"BM: Changed exit and mortality date to 2014/05/01 (previously 2014/04/01) based on email from EP. // Based on communication with bios On subalpine avalanche chute.  Cause of death is unknown.  Hair, bones and skull found, but collar not chewed and no signs of a large predator.  Winter or late winter kill.ed on communication with bios On subalpine avalanche chute.  Cause of death is unknown.  Hair, bones and skull found, but collar not chewed and no signs of a large predator.  Winter or late winter kill.",446,,
,car165,car165,NA,Quintette,Quintette,F,Adult,2013/02/09,2014/05/01,2014/05/01,Mortality,Wolf,585882,6100443,"BM: Changed exit and mortality date to 2014/05/01 (previously 2014/04/01) based on email from EP. // Based on communication with bios Cause of mortality was wolf predation (Wolf scats, chewed collar, chewed bones).   Alpine.  Winter or late winter kill.",446,,
,car167,car167,NA,Quintette,Quintette,F,Adult,2013/02/09,2013/04/27,2013/04/27,Censored,Unknown,,,,77,,
CL-from SMcNay,CN314Ka,CN314Ka,NA,Klinse-Za,Klinse-Za,F,Adult,2013/01/18,2018/02/09,2018/02/09,Mortality,DEAD,,,,1848,,
CL-from SMcNay,CN318Sa,CN318Sa,NA,Klinse-Za,Klinse-Za,F,Adult,2013/01/18,2014/12/20,2014/12/20,Mortality,DEAD,,,,701,,
CL-from SMcNay,CH161Ka,CH161Ka,NA,Klinse-Za,Klinse-Za,F,Adult,2013/01/18,2013/03/30,NA,Censored,FADE,,,,71,,
Reid,E,NA,18-14828H,Purcells South,Purcells South,F,Adult,2013/01/02,2013/12/08,NA,Censored,collar failure,,,,340,,
LGreene,TC004,TC004,20-1367,Telkwa,Telkwa,F,Adult,2012/03/30,2021/01/20,,Censored,NA,,,"VHF collar that was deployed but not monitored (I have no additional locations for her), but animal was clearly alive because she was recollared in 2021. Collar was no longer functioning. Not sure how you want to deal with this one.",3218,,
LGreene,TC005,TC005,16-8929,Telkwa,Telkwa,F,Adult,2012/03/30,2015/02/09,NA,Censored,NA,,,"VHF collar that was deployed but not monitored (I have no additional locations for her), but animal was clearly alive because she was recollared in 2015. Collar was no longer functioning. Not sure how you want to deal with this one.",1046,,
,car159,car159,NA,Quintette,Quintette,F,Adult,2012/03/29,2015/10/30,2015/10/30,Mortality,Wolf,633974,6080387,"Despite the long time since death, the sign was pretty clear.  Collar chewed throught, bones chewed and dispersed, wolf scats present.",1310,,
,car158,car158,18-13054H,Quintette,Quintette,F,Adult,2012/03/29,2014/03/01,2014/03/01,Mortality,Wolf,592960,6114767,BM added WLHID from EP data.,702,,
Reid,G,NA,18-14829H,Purcells South,Purcells South,F,Adult,2012/03/26,2013/01/12,NA,Censored,collar failure,,,"collar failed, recaptured March 2013",292,,
CL-from SMcNay,CN297Ta,CN297Ta,NA,Takla,Takla,F,Adult,2012/03/22,2012/10/24,NA,Censored,FADE,,,,216,,
CL-from SMcNay,CN295Ta,CN295Ta,NA,Takla,Takla,F,Adult,2012/03/22,2012/10/22,NA,Censored,FADE,,,,214,,
CL-from SMcNay,CN296Ta,CN296Ta,NA,Takla,Takla,F,Adult,2012/03/22,2012/10/22,NA,Censored,FADE,,,,214,,
CL-from SMcNay,CN298Ta,CN298Ta,NA,Takla,Takla,F,Adult,2012/03/22,2012/10/22,NA,Censored,FADE,,,,214,,
Heard,C27A,C27A,NA,Hart North,Parsnip,F,Adult,2012/03/19,2013/03/07,NA,Censored,NA,,,alive on 2013-03-07,353,,
Heard,C28A,C28A,NA,Hart North,Parsnip,F,Adult,2012/03/19,2013/03/07,NA,Censored,NA,,,alive on 2013-03-07,353,,
CL-from SMcNay,CN293Ta,CN293Ta,NA,Takla,Takla,F,Adult,2012/03/12,2012/10/24,NA,Censored,FADE,,,,226,,
CL-from SMcNay,CN294Ta,CN294Ta,NA,Takla,Takla,F,Adult,2012/03/12,2012/03/12,NA,Censored,FADE,,,,0,,
K. Cornhill,20B,20,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Unknown,2012/03/01,2014/09/01,NA,Censored,NA,,,"Exact dates not noted, only month and year. Censored at end of study // BM: Original date ""Feb-March 2012""",914,,
K. Cornhill,9,9,NA,Charlotte Alplands,Charlotte Alplands,F,Adult,2012/03/01,2014/09/01,NA,Censored,NA,,,"Exact dates not noted, only month and year. Censored at end of study // BM: Original date ""Feb-March 2012""",914,,
K. Cornhill,6B,6,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2012/03/01,2014/09/01,NA,Censored,NA,,,"Exact dates not noted, only month and year. Censored at end of study // BM: Original date ""Feb-March 2012""",914,,
K. Cornhill,8B,8,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Adult,2012/03/01,2014/09/01,NA,Censored,NA,,,"Exact dates not noted, only month and year. Censored at end of study // BM: Original date ""Feb-March 2012""",914,,
K. Cornhill,10B,10,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Adult,2012/03/01,2014/09/01,NA,Censored,NA,,,"Exact dates not noted, only month and year. Censored at end of study // BM: Original date ""Feb-March 2012""",914,,
K. Cornhill,12B,12,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2012/03/01,2014/09/01,NA,Censored,NA,,,"Exact dates not noted, only month and year. Censored at end of study // BM: Original date ""Feb-March 2012""",914,,
K. Cornhill,13B,13,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2012/03/01,2014/09/01,NA,Censored,NA,,,"Exact dates not noted, only month and year. Censored at end of study // BM: Original date ""Feb-March 2012""",914,,
K. Cornhill,15B,15,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2012/03/01,2014/09/01,NA,Censored,NA,,,"Exact dates not noted, only month and year. Censored at end of study // BM: Original date ""Feb-March 2012""",914,,
K. Cornhill,16,16,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Adult,2012/03/01,2014/09/01,NA,Censored,NA,,,"Exact dates not noted, only month and year. Censored at end of study // BM: Original date ""Feb-March 2012""",914,,
K. Cornhill,17B,17,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2012/03/01,2014/09/01,NA,Censored,NA,,,"Exact dates not noted, only month and year. Censored at end of study // BM: Original date ""Feb-March 2012""",914,,
K. Cornhill,18B,18,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Adult,2012/03/01,2014/09/01,NA,Censored,NA,,,"Exact dates not noted, only month and year. Censored at end of study // BM: Original date ""Feb-March 2012""",914,,
K. Cornhill,19,19,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2012/03/01,2014/09/01,NA,Censored,NA,,,"Exact dates not noted, only month and year. Censored at end of study // BM: Original date ""Feb-March 2012""",914,,
K. Cornhill,21B,21,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Adult,2012/03/01,2014/09/01,NA,Censored,NA,,,"Exact dates not noted, only month and year. Censored at end of study // BM: Original date ""Feb-March 2012""",914,,
K. Cornhill,22B,22,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2012/03/01,2014/09/01,NA,Censored,NA,,,"Exact dates not noted, only month and year. Censored at end of study // BM: Original date ""Feb-March 2012""",914,,
K. Cornhill,23B,23,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2012/03/01,2014/09/01,NA,Censored,NA,,,"Exact dates not noted, only month and year. Censored at end of study // BM: Original date ""Feb-March 2012""",914,,
K. Cornhill,25B,25,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Adult,2012/03/01,2014/09/01,NA,Censored,NA,,,"Exact dates not noted, only month and year. Censored at end of study // BM: Original date ""Feb-March 2012""",914,,
K. Cornhill,27,27,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2012/03/01,2014/09/01,NA,Censored,NA,,,"Exact dates not noted, only month and year. Censored at end of study // BM: Original date ""Feb-March 2012""",914,,
K. Cornhill,28,28,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Adult,2012/03/01,2014/09/01,NA,Censored,NA,,,"Exact dates not noted, only month and year. Censored at end of study // BM: Original date ""Feb-March 2012""",914,,
K. Cornhill,29,29,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2012/03/01,2014/09/01,NA,Censored,NA,,,"Exact dates not noted, only month and year. Censored at end of study // BM: Original date ""Feb-March 2012""",914,,
K. Cornhill,30,30,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Adult,2012/03/01,2014/09/01,2014/09/01,Mortality,NA,,,"Exact dates not given // BM: Original date ""Feb-March 2012""",914,,
K. Cornhill,31,31,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2012/03/01,2014/09/01,NA,Censored,NA,,,"Exact dates not noted, only month and year. Censored at end of study // BM: Original date ""Feb-March 2012""",914,,
K. Cornhill,34,34,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Adult,2012/03/01,2014/09/01,NA,Censored,NA,,,"Exact dates not noted, only month and year. Censored at end of study // BM: Original date ""Feb-March 2012""",914,,
K. Cornhill,35B,35,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Adult,2012/03/01,2014/09/01,NA,Censored,NA,,,"Exact dates not noted, only month and year. Censored at end of study // BM: Original date ""Feb-March 2012""",914,,
K. Cornhill,33B,33,NA,Rainbows,Rainbows,F,Adult,2012/03/01,2014/09/01,NA,Censored,NA,,,"Exact dates not noted, only month and year. Censored at end of study // BM: Original date ""Feb-March 2012""",914,,
K. Cornhill,47,47,NA,Rainbows,Rainbows,F,Adult,2012/03/01,2014/09/01,2014/09/01,Mortality,NA,,,"Exact dates not given // BM: Original date ""Feb-March 2012""",914,,
K. Cornhill,50,50,NA,Rainbows,Rainbows,F,Adult,2012/03/01,2014/09/01,NA,Censored,NA,,,"Exact dates not noted, only month and year. Censored at end of study // BM: Original date ""Feb-March 2012""",914,,
K. Cornhill,49,49,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2012/03/01,2014/08/01,2014/08/01,Mortality,NA,,,"Exact dates not given // BM: Original date ""Feb-March 2012""",883,,
K. Cornhill,42B,42,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2012/03/01,2014/06/01,2014/06/01,Mortality,,,,"Exact dates not given // BM: Original date ""Feb-March 2012""",822,,
K. Cornhill,44B,44,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2012/03/01,2014/03/01,NA,Censored,Collar failed,,,"Exact dates not given // BM: Original date ""Feb-March 2012""",730,,
K. Cornhill,36,36,NA,Rainbows,Rainbows,M,Adult,2012/03/01,2013/11/15,2013/11/15,Mortality,NA,,,"Exact dates not given, mid point choosen // BM: Original date ""Feb-March 2012""",624,,
K. Cornhill,5B,5,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Adult,2012/03/01,2013/11/01,2013/11/01,Mortality,NA,,,"Exact dates not given // BM: Original date ""Feb-March 2012""",610,,
K. Cornhill,38B,38,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2012/03/01,2013/11/01,NA,Censored,Collar dropped off,,,"Exact dates not given // BM: Original date ""Feb-March 2012""",610,,
K. Cornhill,40B,40,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2012/03/01,2013/11/01,NA,Censored,Collar failed,,,"Exact dates not given // BM: Original date ""Feb-March 2012""",610,,
K. Cornhill,46B,46,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2012/03/01,2013/11/01,2013/11/01,Mortality,NA,,,"Exact dates not given // BM: Original date ""Feb-March 2012""",610,,
K. Cornhill,48,48,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2012/03/01,2013/11/01,NA,Censored,NA,,,"Exact dates not given, heard alive nov 2013, mort came through sept 2014 // BM: Original date ""Feb-March 2012""",610,,
K. Cornhill,37B,37,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Adult,2012/03/01,2013/10/01,2013/10/01,Mortality,NA,,,"Exact dates not given // BM: Original date ""Feb-March 2012""",579,,
K. Cornhill,11B,11,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2012/03/01,2013/09/15,2013/09/15,Mortality,NA,,,"Exact dates not given, mid point choosen // BM: Original date ""Feb-March 2012""",563,,
K. Cornhill,39,39,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2012/03/01,2013/08/01,2013/08/01,Mortality,NA,,,"Exact dates not given // BM: Original date ""Feb-March 2012""",518,,
K. Cornhill,7B,7,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Adult,2012/03/01,2013/01/01,2013/01/01,Mortality,NA,,,"Exact dates not given // BM: Original date ""Feb-March 2012""",306,,
K. Cornhill,32,32,NA,Charlotte Alplands,Charlotte Alplands,F,Juv,2012/03/01,2012/11/15,2012/11/15,Mortality,NA,,,"Exact dates not given, mid point used // BM: Original date ""Feb-March 2012""",259,,
K. Cornhill,14,14,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Adult,2012/03/01,2012/09/15,2012/09/15,Mortality,NA,,,"Exact dates not given, mid point choosen // BM: Original date ""Feb-March 2012""",198,,
K. Cornhill,26B,26,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Adult,2012/03/01,2012/09/01,2012/09/01,Mortality,NA,,,"Exact dates not given // BM: Original date ""Feb-March 2012""",184,,
K. Cornhill,45,45,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2012/03/01,2012/06/01,2012/06/01,Mortality,NA,,,"Exact dates not given // BM: Original date ""Feb-March 2012""",92,,
K. Cornhill,43,43,NA,Rainbows,Rainbows,F,Adult,2012/03/01,2012/06/01,2012/06/01,Mortality,NA,,,"Exact dates not given // BM: Original date ""Feb-March 2012""",92,,
K. Cornhill,41B,41,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2012/03/01,2012/05/01,NA,Censored,Collar failed,,,"Exact dates not given // BM: Original date ""Feb-March 2012""",61,,
K. Cornhill,24,24,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Unknown,2012/03/01,2012/03/01,2012/03/01,Mortality,NA,,,"Exact dates not given // BM: Original date ""Feb-March 2012""",0,,
,car156,car156,18-13052H,Kennedy Siding,Kennedy Siding,F,Adult,2012/02/27,2018/06/24,2018/06/24,Censored,Unknown,,,Seen alive in fall 2020. This individual is also known as IridiMOM.,2309,,
,car155,car155,NA,Kennedy Siding,Kennedy Siding,F,Adult,2012/02/27,2016/03/17,2016/03/17,Censored,Unknown,,,,1480,,
,car157,car157,NA,Kennedy Siding,Kennedy Siding,F,Adult,2012/02/27,2014/01/03,2014/01/03,Mortality,Unknown,531715,6115109,"Accidental, Collar Still in Field, Inaccessible",676,,
,car154,car154,18-13050H,Kennedy Siding,Kennedy Siding,F,Adult,2012/02/10,2015/03/16,2015/03/16,Censored,Unknown,,,BM added WLHID from EP data.,1130,,
,car153,car153,NA,Kennedy Siding,Kennedy Siding,F,Adult,2012/02/10,2013/06/26,2013/06/26,Mortality,Unknown,540575,6130486,Predation - predator uknown,502,,
K. Cornhill,1B,1,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2011/12/01,2014/09/01,NA,Censored,NA,,,"Exact dates not noted, only month and year. Censored at end of study",1005,,
K. Cornhill,3B,3,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2011/12/01,2013/09/15,2013/09/15,Mortality,NA,,,"Exact date not noted, mid point choosen",654,,
K. Cornhill,2B,2,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2011/12/01,2013/05/15,2013/05/15,Mortality,NA,,,"Exact date not noted, mid point choosen",531,,
K. Cornhill,4B,4,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2011/12/01,2013/04/01,2013/04/01,Mortality,NA,,,Exact dates not given,487,,
Reid,F,NA,18-14828H,Purcells South,Purcells South,F,Adult,2011/04/18,2012/11/09,NA,Censored,collar failure,,,"collar failed, recaptured January 2013 // BM: Edited exit date confirmed with A Reid",571,,
